count, mean, std_error
100, 1.0974619761109352, 0.0
100, 1.0974619761109352, 0.0
100, 1.0974619761109352, 0.0
100, 1.0974619761109352, 0.0
100, 1.0974619761109352, 0.0
100, 1.0974619761109352, 0.0
100, 1.0974619761109352, 0.0
100, 1.097467328980565, 5.326038034180192e-05
100, 1.0974692686647176, 6.835108153919632e-05
100, 1.0974895603209733, 0.00012426952395093295
100, 1.0975019203871488, 0.00017156284136752493
100, 1.0975286887586118, 0.00022499379374513276
100, 1.0975311861932278, 0.0002160497631672032
100, 1.0975447534769773, 0.00023540695477764805
100, 1.0975561531633138, 0.00026205746524376913
100, 1.0975759236514568, 0.0002817741752083339
100, 1.0975737765431404, 0.0002858410788106375
100, 1.097563089132309, 0.00025768151262237543
100, 1.0975837998092175, 0.0002855240817130222
100, 1.0976048573851585, 0.0003314511590338794
100, 1.0976202781498432, 0.0003391565043301978
99, 1.097643629694828, 0.0003717322836898353
99, 1.0976761904629795, 0.0004156803217099132
99, 1.0977126961254111, 0.0004414762351886973
99, 1.0977309840646656, 0.0004398773058913802
98, 1.0977280256243385, 0.00043385859178489563
97, 1.097694071989084, 0.000400628501182973
94, 1.097663736565316, 0.00037444170037469573
86, 1.0976392419705556, 0.0003662951551870783
78, 1.0976257075866063, 0.0003448605622814254
71, 1.097598891547868, 0.00030161220818891645
65, 1.097570520410171, 0.0002943466754277507
61, 1.0975583934637367, 0.000276678041986901
54, 1.0975430444986731, 0.00029321190764688634
39, 1.0975420446350024, 0.0002902564769969407
35, 1.0975375967366354, 0.0002769833243461074
24, 1.09752031446745, 0.00022101096732745354
20, 1.0974615797400475, 3.5139860509615885e-05
17, 1.097476008183816, 5.612829152275533e-05
12, 1.0975073544929426, 0.00015050306671156554
10, 1.0975842982530595, 0.00036696642637252814
8, 1.0976394275203347, 0.0004694922990690115
6, 1.0976447587211926, 0.0004087143416405458
6, 1.0976054134468238, 0.00032073563355825615
5, 1.0976029932498932, 0.0002820342779159546
2, 1.0974619761109352, 0.0
2, 1.0974619761109352, 0.0
2, 1.0974619761109352, 0.0
2, 1.0974619761109352, 0.0
1, 1.0974619761109352, 0.0
1, 1.0974619761109352, 0.0
1, 1.0974619761109352, 0.0
1, 1.0974619761109352, 0.0
1, 1.0974619761109352, 0.0
1, 1.0974619761109352, 0.0
1, 1.0974619761109352, 0.0
1, 1.0974619761109352, 0.0
1, 1.0974619761109352, 0.0
